Year,Agency ID,Agency Name,Program Name,County,Calculation Method,Total Children Served, Expenditure ,Population
2019,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Benton,Estimate,51,"$39,190 ",
2019,TAC,TN Arts Commission,Student Ticket Subsidies,Benton,Actual,680,"$4,312 ",
2019,TSM,TN State Museum,Traveling Trunks,Benton,Actual,70,*,
2019,DOE,Department of Education,CCTE Perkins Basic Grant,Benton,Estimate,652,"$38,577 ",
2019,DOE,Department of Education,CCTE Early Postsecondary,Benton,Actual,18,$540 ,
2019,DOE,Department of Education,Coordinated School Health,Benton,Estimate,2251,"$95,000 ",
2019,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Benton,Estimate,2346,"$692,487 ",
2019,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Benton,Estimate,2346,"$92,201 ",
2019,DOE,Department of Education,ESSA-Title III English Language Acquisition,Benton,Actual,4,$512 ,
2019,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Benton,Estimate,2346,"$48,318 ",
2019,DOE,Department of Education,Read to be Ready - Coaching Network,Benton,Estimate,321,"$45,830 ",
2019,DOE,Department of Education,"IDEA, Part B  (611)",Benton,Actual,419,"$568,746 ",
2019,DOE,Department of Education,"IDEA, Preschool (619) Discretionary",Benton,Actual,47,"$19,332 ",
2019,DOE,Department of Education,SNP National School Lunch Program,Benton,Estimate,1510,"$666,448 ",
2019,DOE,Department of Education,SNP School Breakfast Program,Benton,Estimate,1509,"$402,423 ",
2019,DOE,Department of Education,SSMS,Benton,Actual,2123,"$3,291 ",
2019,DOE,Department of Education,Safe Schools Act of 1998,Benton,Estimate,2153,"$88,300 ",
2019,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Benton,Actual,16,"$90,594 ",
2019,DOE,Department of Education,VPK - Voluntary pre-K,Benton,Actual,40,"$195,596 ",
2019,DOE_BEP,Department of Education,Basic Education Program (BEP),Benton,Actual,2121,"$12,480,000 ",
2020,DCS,Department of Children's Services,Adoption - Support Services,Benton,Actual,32,"$282,753 ",
2020,DCS,Department of Children's Services,Dependent and Neglect Placement - Foster Care,Benton,Actual,45,"$1,069,139 ",
2020,DCS,Department of Children's Services,Subsidized Permanent Guardianship,Benton,Actual,8,"$66,042 ",
2020,DHS,Department of Human Services,Child Care Benefits,Benton,Actual,19,*,
2020,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Benton,Actual,974,*,
2020,DHS,Department of Human Services,TANF/Families First,Benton,Actual,75,*,
2020,GELF,Governor's Early Literacy Foundation,"TN's Imagination Library, a program of GBBF",Benton,Actual,840,"$5,983 ",
2020,TAC,TN Arts Commission,Student Ticket Subsidies,Benton,Actual,680,"$4,312 ",
2020,DOE,Department of Education,CCTE Perkins Basic Grant,Benton,Estimate,643,"$52,602 ",
2020,DOE,Department of Education,CCTE Early Postsecondary,Benton,Estimate,18,$540 ,
2020,DOE,Department of Education,Coordinated School Health,Benton,Estimate,2142,"$95,000 ",
2020,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Benton,Estimate,2291,"$707,450 ",
2020,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Benton,Estimate,643,"$100,576 ",
2020,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Benton,Estimate,2291,"$52,425 ",
2020,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Benton,Estimate,2014,"$40,890 ",
2020,DOE,Department of Education,"IDEA, Part B Discretionary (611)",Benton,Actual,798,"$577,795 ",
2020,DOE,Department of Education,"IDEA, Preschool (619) Discretionary",Benton,Actual,100,"$44,157 ",
2020,DOE,Department of Education,SNP National School Lunch Program,Benton,Estimate,1439,"$510,239 ",
2020,DOE,Department of Education,SNP School Breakfast Program,Benton,Estimate,1339,"$46,882 ",
2020,DOE,Department of Education,SSMS,Benton,Actual,2123,"$3,291 ",
2020,DOE,Department of Education,Safe Schools Act of 1998,Benton,Estimate,2067,"$51,290 ",
2020,DOE,Department of Education,School Resource Officer Grant,Benton,Estimate,2067,"$140,000 ",
2020,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Benton,Actual,18,"$96,826 ",
2020,DOE,Department of Education,VPK - Voluntary pre-K,Benton,Actual,40,"$195,596 ",
2020,DOE_BEP,Department of Education,Basic Education Program (BEP),Benton,Actual,2123,"$13,045,000 ",
2021,DCS,Department of Children's Services,Adoption - Support Services,Benton,Actual,37,*,
2021,DCS,Department of Children's Services,Custody & Truancy Prevention,Benton,Actual,47,*,
2021,DHS,Department of Human Services,Child Care Benefits,Benton,Actual,12,*,
2021,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Benton,Actual,937,*,
2021,DHS,Department of Human Services,TANF/Families First,Benton,Actual,70,*,
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement 0-5,Benton,Actual,90,$781 ,
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement K-3,Benton,Actual,662,"$3,343 ",
2021,GELF,Governor's Early Literacy Foundation,K-3 Fall,Benton,Actual,595,"$23,674 ",
2021,DOH,Tennessee Department of Health,AIDS Prevention,Benton,Estimate,5,"$4,791 ",
2021,DOH,Tennessee Department of Health,Child Health,Benton,Estimate,178,"$30,944 ",
2021,DOH,Tennessee Department of Health,Children's Special Services,Benton,Estimate,6,"$10,962 ",
2021,DOH,Tennessee Department of Health,Dental Clinical,Benton,Estimate,121,"$77,070 ",
2021,DOH,Tennessee Department of Health,Family Planning,Benton,Estimate,29,"$9,073 ",
2021,DOH,Tennessee Department of Health,STI,Benton,Estimate,24,$328 ,
2021,DOH,Tennessee Department of Health,TnCare Advocacy,Benton,Estimate,235,"$45,531 ",
2021,DOH,Tennessee Department of Health,TnCare EPSD&T Screening,Benton,Estimate,23,"$7,688 ",
2021,DOH,Tennessee Department of Health,WIC Breastfeeding Promotion,Benton,Estimate,9,$859 ,
2021,TAC,TN Arts Commission,Student Ticket Subsidies,Benton,Actual,342,"$3,000 ",
2021,DOE,Department of Education,CCTE Perkins Basic Grant,Benton,Estimate,2427,"$47,817 ",
2021,DOE,Department of Education,Coordinated School Health,Benton,Estimate,2074,"$95,000 ",
2021,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Benton,Estimate,2427,"$793,368 ",
2021,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Benton,Estimate,643,"$114,965 ",
2021,DOE,Department of Education,ESSA-Title III English Language Acquisition,Benton,Actual,8,"$1,100 ",
2021,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Benton,Estimate,2427,"$57,072 ",
2021,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Benton,Estimate,2061,"$42,268 ",
2021,DOE,Department of Education,ESSER 1.0,Benton,Estimate,2105,"$590,185 ",
2021,DOE,Department of Education,ESSER 2.0,Benton,Estimate,2105,"$2,651,825 ",
2021,DOE,Department of Education,"IDEA, Part B Discretionary (611)",Benton,Estimate,736,"$592,441 ",
2021,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Benton,Estimate,46,"$21,489 ",
2021,DOE,Department of Education,SNP National School Lunch Program,Benton,Estimate,1399,"$588,813 ",
2021,DOE,Department of Education,SNP School Breakfast Program,Benton,Estimate,1439,"$376,862 ",
2021,DOE,Department of Education,SSMS,Benton,Actual,2074,"$3,215 ",
2021,DOE,Department of Education,Safe Schools Act of 1998,Benton,Estimate,1927,"$49,110 ",
2021,DOE,Department of Education,School Resource Officer Grant,Benton,Estimate,1927,"$140,000 ",
2021,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Benton,Estimate,12,"$65,133 ",
2021,DOE,Department of Education,VPK - Voluntary pre-K,Benton,Actual,93,"$199,364 ",
2021,DOE_BEP,Department of Education,Basic Education Program (BEP),Benton,Actual,2074,"$12,665,000 ",
2021,DMHSAS,Department of Mental Health and Substance Abuse Services,First Episode Psychosis,Benton,Estimate,2,"$23,305 ",
2021,GELF,Governor's Early Literacy Foundation,K-3 Rising First,Benton,Actual,141,"$3,133 ",
2021,GELF,Governor's Early Literacy Foundation,TN's Immagination Library,Benton,Actual,807,"$5,839 ",
2015,DOH,Department of Health,Child Health,Bledsoe,Actual,405,"$6,600 ",
2015,DOH,Department of Health,Family Planning,Bledsoe,Actual,29,$100 ,
2015,DOH,Department of Health,Sexually Transmitted Diseases,Bledsoe,Actual,47,$400 ,
2015,DOH,Department of Health,TennCare Advocacy,Bledsoe,Actual,702,"$12,600 ",
2015,DOH,Department of Health,TennCare EPSD&T Screening,Bledsoe,Actual,135,"$2,400 ",
2015,DOH,Department of Health,TN Home Visiting - (HUGS),Bledsoe,Actual,14,$100 ,
2015,DOH,Department of Health,WIC Office Visit,Bledsoe,Actual,494,"$5,200 ",
2015,DHS,Department of Human Services,Child Care Benefits,Bledsoe,Actual,8,*,
2015,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bledsoe,Actual,1142,*,
2015,DHS,Department of Human Services,TANF/Families First,Bledsoe,Actual,170,*,
2015,GELF,Governor's Books from Birth Foundation,Dolly Parton's Imagination Library,Bledsoe,Estimate,340,"$4,300 ",
2015,DOE,Department of Education,Internet Connectivity,Bledsoe,Actual,1816,"$5,309 ",
2015,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Bledsoe,Actual,201,"$200,000 ",
2015,DOE,Department of Education,CCTE Perkins Basic Grant,Bledsoe,Actual,839,"$33,452 ",
2015,DOE,Department of Education,Enrichment and Remediation,Bledsoe,Estimate,233,"$13,870 ",
2015,DOE,Department of Education,Coordinated School Health,Bledsoe,Actual,1763,"$80,000 ",
2015,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Bledsoe,Actual,1861,"$568,019 ",
2015,DOE,Department of Education,ESEA-Title II-A-Teacher Quality,Bledsoe,Actual,2085,"$86,689 ",
2015,DOE,Department of Education,ESEA- Title VI-Rural and Low Income Students,Bledsoe,Actual,1750,"$35,543 ",
2015,DOE,Department of Education,Family Resource Center (FRC),Bledsoe,Estimate,500,"$29,662 ",
2015,DOE,Department of Education,"IDEA, Part B  (611)",Bledsoe,Actual,350,"$441,700 ",
2015,DOE,Department of Education,IDEA-Part b-Preschool,Bledsoe,Actual,59,"$28,279 ",
2015,DOE,Department of Education,SNP Afterschool Snack Program,Bledsoe,Estimate,459,"$48,908 ",
2015,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bledsoe,Estimate,889,"$49,150 ",
2015,DOE,Department of Education,SNP National School Lunch Program,Bledsoe,Estimate,1613,"$728,823 ",
2015,DOE,Department of Education,SNP School Breakfast Program,Bledsoe,Estimate,1267,"$346,676 ",
2015,DOE,Department of Education,SSMS,Bledsoe,Actual,1816,"$4,631 ",
2015,DOE,Department of Education,Safe Schools Act of 1998,Bledsoe,Estimate,347,"$13,200 ",
2015,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Bledsoe,Actual,8,"$56,562 ",
2015,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Bledsoe,Actual,105,"$124,100 ",
2015,DOE,Department of Education,VPK - Voluntary Pre-K,Bledsoe,Estimate,80,"$433,691 ",
2015,DOE_BEP,Department of Education,Basic Education Program (BEP),Bledsoe,Actual,1816,"$11,516,000 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Better Attitudes and Skills In Children (B.A.S.I.,Bledsoe,Estimate,100,"$14,064 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Child Care Consultation,Bledsoe,Estimate,91,"$1,518 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Drug Courts and Drug Court Fees,Bledsoe,Estimate,2,"$3,270 ",
2016,DCS,Department of Children's Services,Adoption - Support Services,Bledsoe,Estimate,14,"$104,900 ",
2016,DCS,Department of Children's Services,Foster Care,Bledsoe,Estimate,19,"$120,900 ",
2016,DOH,Department of Health,AIDS Prevention,Bledsoe,Estimate,2,$185 ,
2016,DOH,Department of Health,Child Health,Bledsoe,Estimate,451,"$31,806 ",
2016,DOH,Department of Health,Dental Clinical,Bledsoe,Estimate,29,"$8,331 ",
2016,DOH,Department of Health,Family Planning,Bledsoe,Estimate,9,$474 ,
2016,DOH,Department of Health,Men's Health,Bledsoe,Estimate,2,$538 ,
2016,DOH,Department of Health,Sexually Transmitted Diseases,Bledsoe,Actual,30,"$2,137 ",
2016,DOH,Department of Health,TennCare EPSD&T Screening,Bledsoe,Actual,113,"$20,799 ",
2016,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Bledsoe,Actual,334,"$9,134 ",
2016,DOH,Department of Health,TN Home Visiting - (HUGS),Bledsoe,Actual,6,"$5,947 ",
2016,DOH,Department of Health,WIC Office Visit,Bledsoe,Actual,413,"$40,613 ",
2016,DHS,Department of Human Services,Child Care Benefits,Bledsoe,Actual,4,*,
2016,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bledsoe,Actual,1146,*,
2016,DHS,Department of Human Services,TANF/Families First,Bledsoe,Actual,164,*,
2016,GELF,Governor's Books from Birth Foundation,Dolly Parton's Imagination Library,Bledsoe,Actual,427,"$6,390 ",
2016,TAC,TN Arts Commission,Student Ticket Subsidies,Bledsoe,Actual,500,"$2,998 ",
2016,DOE,Department of Education,Internet Connectivity,Bledsoe,Actual,1748,"$4,709 ",
2016,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Bledsoe,Actual,163,"$195,000 ",
2016,DOE,Department of Education,CCTE Perkins Basic Grant,Bledsoe,Actual,569,"$31,686 ",
2016,DOE,Department of Education,Coordinated School Health,Bledsoe,Actual,1932,"$80,000 ",
2016,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Bledsoe,Actual,1950,"$564,624 ",
2016,DOE,Department of Education,ESEA-Title II-A-Teacher Quality,Bledsoe,Actual,1950,"$86,213 ",
2016,DOE,Department of Education,ESEA- Title VI-Rural and Low Income Students,Bledsoe,Actual,1874,"$35,462 ",
2016,DOE,Department of Education,Family Resource Center (FRC),Bledsoe,Estimate,500,"$29,612 ",
2016,DOE,Department of Education,"IDEA, Part B  (611)",Bledsoe,Actual,379,"$530,043 ",
2016,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Bledsoe,Actual,164,"$61,530 ",
2016,DOE,Department of Education,SNP Afterschool Snack Program,Bledsoe,Estimate,416,"$47,618 ",
2016,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bledsoe,Estimate,924,"$43,800 ",
2016,DOE,Department of Education,SNP National School Lunch Program,Bledsoe,Estimate,1602,"$766,197 ",
2016,DOE,Department of Education,SNP School Breakfast Program,Bledsoe,Estimate,1370,"$398,439 ",
2016,DOE,Department of Education,SSMS,Bledsoe,Estimate,1747,"$4,456 ",
2016,DOE,Department of Education,Safe Schools Act of 1998,Bledsoe,Estimate,347,"$12,830 ",
2016,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Bledsoe,Actual,5,"$31,213 ",
2016,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Bledsoe,Actual,48,"$119,100 ",
2016,DOE,Department of Education,VPK - Voluntary Pre-K,Bledsoe,Estimate,80,"$433,691 ",
2016,DOE_BEP,Department of Education,Basic Education Program (BEP),Bledsoe,Actual,1747,"$13,249,000 ",
2017,DCS,Department of Children's Services,Adoption - Support Services,Bledsoe,Estimate,11,"$95,370 ",
2017,DCS,Department of Children's Services,Foster Care,Bledsoe,Estimate,32,"$75,632 ",
2017,DOH,Department of Health,AIDS Prevention,Bledsoe,Estimate,14,$921 ,
2017,DOH,Department of Health,Child Health,Bledsoe,Actual,4530,"$43,259 ",
2017,DOH,Department of Health,Dental Clinical,Bledsoe,Estimate,59,"$128,766 ",
2017,DOH,Department of Health,Family Planning,Bledsoe,Estimate,34,"$6,816 ",
2017,DOH,Department of Health,Men's Health,Bledsoe,Estimate,6,"$2,291 ",
2017,DOH,Department of Health,Sexually Transmitted Diseases,Bledsoe,Actual,41,"$2,095 ",
2017,DOH,Department of Health,TennCare EPSD&T Screening,Bledsoe,Actual,155,"$29,626 ",
2017,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Bledsoe,Actual,455,"$17,846 ",
2017,DOH,Department of Health,TN Home Visiting - (HUGS),Bledsoe,Actual,7,"$5,343 ",
2017,DOH,Department of Health,Tobacco Cessation,Bledsoe,Estimate,3,$882 ,
2017,DOH,Department of Health,WIC,Bledsoe,Estimate,192,"$296,078 ",
2017,DOH,Department of Health,Women's Health,Bledsoe,Actual,20,"$4,094 ",
2017,DHS,Department of Human Services,Child Care Benefits,Bledsoe,Actual,9,*,
2017,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bledsoe,Actual,1172,*,
2017,DHS,Department of Human Services,TANF/Families First,Bledsoe,Actual,120,*,
2017,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Bledsoe,Estimate,464,"$6,782 ",
2017,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Bledsoe,Actual,0,"$18,000 ",
2017,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Bledsoe,Actual,35,"$32,069 ",
2017,TAC,TN Arts Commission,Student Ticket Subsidies,Bledsoe,Actual,505,*,
2017,TSM,TN State Museum,Museum Visitations,Bledsoe,Actual,250,*,
2017,DOE,Department of Education,Internet Connectivity,Bledsoe,Actual,1728,"$4,647 ",
2017,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Bledsoe,Actual,180,"$166,608 ",
2017,DOE,Department of Education,CCTE Perkins Basic Grant,Bledsoe,Actual,536,"$36,654 ",
2017,DOE,Department of Education,Coordinated School Health,Bledsoe,Estimate,1875,"$80,000 ",
2017,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Bledsoe,Actual,1870,"$590,986 ",
2017,DOE,Department of Education,ESEA-Title II-Teacher Quality-State Agencies,Bledsoe,Actual,1950,"$86,213 ",
2017,DOE,Department of Education,"ESEA-Title II, Part A - Improving Teacher Quality",Bledsoe,Actual,1950,"$86,213 ",
2017,DOE,Department of Education,ESEA- Title VI-Rural and Low Income Students,Bledsoe,Actual,1666,"$37,042 ",
2017,DOE,Department of Education,Family Resource Center (FRC),Bledsoe,Estimate,1874,"$29,611 ",
2017,DOE,Department of Education,"IDEA, Part B  (611)",Bledsoe,Actual,382,"$454,290 ",
2017,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Bledsoe,Actual,72,"$27,788 ",
2017,DOE,Department of Education,SNP Afterschool Snack Program,Bledsoe,Estimate,333,"$54,368 ",
2017,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bledsoe,Estimate,878,"$50,442 ",
2017,DOE,Department of Education,SNP National School Lunch Program,Bledsoe,Estimate,1557,"$790,805 ",
2017,DOE,Department of Education,SNP School Breakfast Program,Bledsoe,Estimate,1211,"$356,428 ",
2017,DOE,Department of Education,SSMS,Bledsoe,Actual,1728,"$4,406 ",
2017,DOE,Department of Education,Safe Schools Act of 1998,Bledsoe,Estimate,12620,"$1,874 ",
2017,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Bledsoe,Actual,4,"$24,665 ",
2017,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Bledsoe,Actual,31,"$94,884 ",
2017,DOE,Department of Education,VPK - Voluntary Pre-K,Bledsoe,Actual,76,"$433,692 ",
2017,DOE_BEP,Department of Education,Basic Education Program (BEP),Bledsoe,Actual,1728,"$11,964,000 ",
2018,DCS,Department of Children's Services,Adoption - Support Services,Bledsoe,Estimate,11,"$97,044 ",
2018,DCS,Department of Children's Services,Foster Care,Bledsoe,Estimate,28,"$912,691 ",
2018,DOH,Department of Health,Child Health,Bledsoe,Estimate,443,"$55,784 ",
2018,DOH,Department of Health,Family Planning,Bledsoe,Estimate,25,"$6,134 ",
2018,DOH,Department of Health,TennCare EPSD&T Screening,Bledsoe,Estimate,118,"$42,099 ",
2018,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Bledsoe,Estimate,342,"$6,181 ",
2018,DOH,Department of Health,TN Home Visiting - (HUGS),Bledsoe,Estimate,7,"$5,110 ",
2018,DOH,Department of Health,WIC Office Visit,Bledsoe,Estimate,347,"$18,922 ",
2018,DOH,Department of Health,Women's Health,Bledsoe,Estimate,10,$864 ,
2018,DHS,Department of Human Services,Child Care Benefits,Bledsoe,Actual,7,*,
2018,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bledsoe,Estimate,934,*,
2018,DHS,Department of Human Services,TANF/Families First,Bledsoe,Actual,90,*,
2018,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Bledsoe,Estimate,497,"$6,503 ",
2018,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Bledsoe,Actual,54,"$20,000 ",
2018,TAC,TN Arts Commission,Student Ticket Subsidies,Bledsoe,Actual,498,"$3,000 ",
2018,TSM,TN State Museum,Museum Visitations,Bledsoe,Actual,85,*,
2018,DOE,Department of Education,Internet Connectivity,Bledsoe,Actual,1684,"$4,455 ",
2018,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Bledsoe,Actual,123,"$120,727 ",
2018,DOE,Department of Education,CCTE Perkins Basic Grant,Bledsoe,Estimate,1686,"$33,274 ",
2018,DOE,Department of Education,Coordinated School Health,Bledsoe,Estimate,1727,"$80,000 ",
2018,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Bledsoe,Estimate,1842,"$561,436 ",
2018,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Bledsoe,Actual,1842,"$71,931 ",
2018,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Bledsoe,Estimate,1842,"$15,060 ",
2018,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Bledsoe,Estimate,1627,"$29,238 ",
2018,DOE,Department of Education,Family Resource Center (FRC),Bledsoe,Estimate,354,"$29,612 ",
2018,DOE,Department of Education,"IDEA, Part B  (611)",Bledsoe,Actual,378,"$442,178 ",
2018,DOE,Department of Education,"IDEA, Preschool (619) Discretionary",Bledsoe,Actual,55,"$27,787 ",
2018,DOE,Department of Education,SNP Seamless Summer Program,Bledsoe,Estimate,597,"$49,764 ",
2018,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bledsoe,Estimate,890,"$46,866 ",
2018,DOE,Department of Education,SNP National School Lunch Program,Bledsoe,Estimate,1519,"$750,432 ",
2018,DOE,Department of Education,SNP School Breakfast Program,Bledsoe,Estimate,902,"$346,495 ",
2018,DOE,Department of Education,SSMS,Bledsoe,Actual,1648,"$2,554 ",
2018,DOE,Department of Education,Safe Schools Act of 1998,Bledsoe,Estimate,1628,"$12,140 ",
2018,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Bledsoe,Actual,12,"$72,757 ",
2018,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Bledsoe,Actual,26,"$98,900 ",
2018,DOE,Department of Education,VPK - Voluntary Pre-K,Bledsoe,Actual,70,"$429,975 ",
2018,DOE_BEP,Department of Education,Basic Education Program (BEP),Bledsoe,Actual,1684,"$11,996,000 ",
2019,DCS,Department of Children's Services,Adoption - Support Services,Bledsoe,Actual,12,"$107,131 ",
2019,DCS,Department of Children's Services,Dependent and Neglect Placement - Foster Care,Bledsoe,Actual,28,"$767,642 ",
2019,DCS,Department of Children's Services,Juvenile Justice Placement,Bledsoe,Actual,4,"$67,259 ",
2019,DCS,Department of Children's Services,Subsidized Permanent Guardianship,Bledsoe,Actual,8,"$43,506 ",
2019,DOH,Department of Health,Child Health,Bledsoe,Actual,396,"$35,979 ",
2019,DOH,Department of Health,Dental Clinical,Bledsoe,Estimate,61,"$30,508 ",
2019,DOH,Department of Health,Men's Health,Bledsoe,Estimate,2,$751 ,
2019,DOH,Department of Health,TennCare EPSD&T Screening,Bledsoe,Actual,139,"$34,522 ",
2019,DOH,Department of Health,WIC Office Visit,Bledsoe,Estimate,354,"$36,845 ",
2019,DOH,Department of Health,Women's Health,Bledsoe,Estimate,9,"$2,140 ",
2019,DHS,Department of Human Services,Child Care Benefits,Bledsoe,Actual,11,*,
2019,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bledsoe,Actual,946,*,
2019,DHS,Department of Human Services,TANF/Families First,Bledsoe,Actual,72,*,
2019,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Bledsoe,Actual,453,"$7,441 ",
2019,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Bledsoe,Actual,30,"$24,990 ",
2019,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Bledsoe,Estimate,66,"$45,588 ",
2019,TAC,TN Arts Commission,Student Ticket Subsidies,Bledsoe,Actual,405,$857 ,
2019,TSM,TN State Museum,Museum Visitations,Bledsoe,Actual,105,*,
2019,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Bledsoe,Actual,476,"$222,561 ",
2019,DOE,Department of Education,CCTE Perkins Basic Grant,Bledsoe,Estimate,525,"$34,659 ",
2019,DOE,Department of Education,CCTE Perkins Reserve Grant,Bledsoe,Actual,515,"$5,285 ",
2019,DOE,Department of Education,Coordinated School Health,Bledsoe,Estimate,1633,"$80,000 ",
2019,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Bledsoe,Estimate,1775,"$573,369 ",
2019,DOE,Department of Education,"ESSA-Title I, Part A-School Improvement",Bledsoe,Estimate,370,"$99,200 ",
2019,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Bledsoe,Estimate,1775,"$74,210 ",
2019,DOE,Department of Education,ESSA-Title III English Language Acquisition,Bledsoe,Actual,22,"$2,815 ",
2019,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Bledsoe,Estimate,1775,"$40,009 ",
2019,DOE,Department of Education,ESSA-Title V-B Rural Education Initiative,Bledsoe,Estimate,1627,"$32,577 ",
2019,DOE,Department of Education,Read to be Ready - Coaching Network,Bledsoe,Estimate,35,"$35,517 ",
2019,DOE,Department of Education,"IDEA, Part B  (611)",Bledsoe,Estimate,408,"$491,767 ",
2019,DOE,Department of Education,"IDEA, Preschool (619) Discretionary",Bledsoe,Actual,68,"$29,176 ",
2019,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bledsoe,Estimate,424,"$22,200 ",
2019,DOE,Department of Education,SNP National School Lunch Program,Bledsoe,Estimate,1548,"$685,859 ",
2019,DOE,Department of Education,SNP School Breakfast Program,Bledsoe,Estimate,1349,"$376,091 ",
2019,DOE,Department of Education,SSMS,Bledsoe,Actual,1601,"$2,482 ",
2019,DOE,Department of Education,Safe Schools Act of 1998,Bledsoe,Estimate,1627,"$85,890 ",
2019,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Bledsoe,Actual,6,"$33,973 ",
2019,DOE,Department of Education,VPK - Voluntary pre-K,Bledsoe,Actual,80,"$429,113 ",
2019,DOE_BEP,Department of Education,Basic Education Program (BEP),Bledsoe,Actual,1648,"$12,107,000 ",
2020,DCS,Department of Children's Services,Adoption - Support Services,Bledsoe,Actual,15,"$130,431 ",
2020,DCS,Department of Children's Services,Dependent and Neglect Placement - Foster Care,Bledsoe,Actual,27,"$486,087 ",
2020,DCS,Department of Children's Services,Juvenile Justice Placement,Bledsoe,Actual,1,"$26,801 ",
2020,DCS,Department of Children's Services,Subsidized Permanent Guardianship,Bledsoe,Actual,8,"$73,597 ",
2020,DHS,Department of Human Services,Child Care Benefits,Bledsoe,Actual,7,*,
2020,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bledsoe,Actual,807,*,
